bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
212601,81,LD22,4,Passed,2011-05-26,"An Act To Improve the Maine Seed Capital Tax Credit","An Act To Improve the Maine Seed Capital Tax Credit",0,,2011-06-28,"(S) On motion by Senator ROSEN of Hancock TAKEN FROM THE SPECIAL APPROPRIATIONS TABLE PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD22/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=22&snum=125
212602,81,LD23,6,Failed,2011-02-10,"An Act To Authorize the Inclusion of Information Regarding Blood Type on Driver's Licenses","An Act To Authorize the Inclusion of Information Regarding Blood Type on Driver's Licenses",0,,2011-02-10,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD23/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=23&snum=125
212603,81,LD24,4,Passed,2011-02-15,"Resolve, To Name Part of Route 2 in the Town of Lincoln and the Town of Winn the Master Sergeant Gary Gordon Highway","Resolve, To Name Part of Route 2 in the Town of Lincoln and the Town of Winn the Master Sergeant Gary Gordon Highway",0,,2011-02-17,"(S) FINALLY PASSED",https://legiscan.com/ME/bill/LD24/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=24&snum=125
212604,81,LD25,6,Failed,2011-03-22,"An Act To Allow the Registration of a Bus as an Antique Vehicle","An Act To Allow the Registration of a Bus as an Antique Vehicle",0,,2011-03-22,"(S) Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD25/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=25&snum=125
212605,81,LD26,4,Passed,2011-02-15,"Resolve, To Name a Bridge over the Kennebec River between the Town of Benton and the Town of Fairfield the Brian L. Buker/Frank W. Haskell Medal of Honor Bridge","Resolve, To Name a Bridge over the Kennebec River between the Town of Benton and the Town of Fairfield the Brian L. Buker/Frank W. Haskell Medal of Honor Bridge",0,,2011-02-17,"(S) FINALLY PASSED",https://legiscan.com/ME/bill/LD26/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=26&snum=125
212606,81,LD27,6,Failed,2011-03-03,"An Act Concerning Maine Veterans License Plates","An Act Concerning Maine Veterans License Plates",0,,2011-03-03,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD27/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=27&snum=125
212607,81,LD28,4,Passed,2011-05-16,"Resolve, To Improve Access to Employment Opportunities for Persons with Intellectual Disabilities and Autistic Disorders","Resolve, To Improve Access to Employment Opportunities for Persons with Intellectual Disabilities and Autistic Disorders",0,,2011-05-16,"(S) FINALLY PASSED - Emergency 2/3 Elected Required in concurrence",https://legiscan.com/ME/bill/LD28/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=28&snum=125
212608,81,LD29,6,Failed,2011-03-08,"An Act To Limit Salaries of Hospital Administrators","An Act To Limit Salaries of Hospital Administrators",0,,2011-03-08,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD29/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=29&snum=125
212609,81,LD30,6,Failed,2011-02-15,"An Act To Clarify the Laws Governing Non-compete Clauses in Broadcast Industry Contracts","An Act To Clarify the Laws Governing Non-compete Clauses in Broadcast Industry Contracts",0,,2011-02-15,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD30/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=30&snum=125
212610,81,LD31,6,Failed,2011-06-06,"An Act To Protect the Safety of Maine Children by Requiring the Express Consent of a Legal Guardian To Dispense Prescription Medication to a Minor","An Act To Protect the Safety of Maine Children by Requiring the Express Consent of a Legal Guardian To Dispense Prescription Medication to a Minor",0,,2011-06-06,"(S) 25 Yeas - 6 Nays- 4 Excused - 0 Absent",https://legiscan.com/ME/bill/LD31/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=31&snum=125
212611,81,LD32,6,Failed,2011-05-10,"An Act To Require an Independent Audit of State Government Every 4 Years","An Act To Require an Independent Audit of State Government Every 4 Years",0,,2011-05-10,"(S) Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD32/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=32&snum=125
212612,81,LD33,6,Failed,2011-06-02,"An Act To Prohibit Constitutional Officers from Endorsing Candidates for the Legislature","An Act To Prohibit Constitutional Officers from Endorsing Candidates for the Legislature",0,,2011-06-02,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD33/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=33&snum=125
212613,81,LD34,6,Failed,2011-03-21,"An Act To Require Candidates for Public Office To Provide Proof of Citizenship","An Act To Require Candidates for Public Office To Provide Proof of Citizenship",0,,2011-03-21,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD34/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=34&snum=125
212614,81,LD35,4,Passed,2011-06-10,"An Act Relating to Concealed Firearms Locked in Vehicles","An Act Relating to Concealed Firearms Locked in Vehicles",0,,2011-06-10,"(S) 18 Yeas - 14 Nays- 2 Excused - 1 Absent passed to be ENACTed in concurrence",https://legiscan.com/ME/bill/LD35/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=35&snum=125
212615,81,LD36,4,Passed,2011-02-15,"Resolve, To Deauthorize the Naming of the Bridge over Pattagumpus Stream","Resolve, To Deauthorize the Naming of the Bridge over Pattagumpus Stream",0,,2011-02-17,"(S) FINALLY PASSED - Emergency 2/3 Elected Required",https://legiscan.com/ME/bill/LD36/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=36&snum=125
212616,81,LD37,6,Failed,2011-03-22,"An Act To Amend the Deferred Disposition Law As It Pertains to Sex Offenses","An Act To Amend the Deferred Disposition Law As It Pertains to Sex Offenses",0,,2011-03-22,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD37/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=37&snum=125
212617,81,LD38,6,Failed,2011-03-31,"An Act To Allow Holders of Junior Hunting Licenses To Take Antlerless Deer","An Act To Allow Holders of Junior Hunting Licenses To Take Antlerless Deer",0,,2011-03-31,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD38/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=38&snum=125
224188,81,LD39,4,Passed,2011-03-10,"An Act Related to Family Law Magistrates","An Act Related to Family Law Magistrates",0,,2011-03-15,"(S) PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD39/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=39&snum=125
224189,81,LD40,6,Failed,2011-05-31,"RESOLUTION, Proposing an Amendment to the Constitution of Maine To Reduce the Size of the House of Representatives","RESOLUTION, Proposing an Amendment to the Constitution of Maine To Reduce the Size of the House of Representatives",0,,2011-05-31,"(H) Placed in the Legislative Files. (DEAD)",https://legiscan.com/ME/bill/LD40/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=40&snum=125
224190,81,LD41,4,Passed,2011-03-17,"An Act To Amend the Laws Governing the Maine Potato Board","An Act To Amend the Laws Governing the Maine Potato Board",0,,2011-03-22,"(S) PASSED TO BE ENACTED - Emergency -2/3 Elected Required in concurrence",https://legiscan.com/ME/bill/LD41/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=41&snum=125
224191,81,LD42,6,Failed,2011-03-03,"An Act Regarding the Tax on Fuel Used for Commercial Agriculture, Fishing and Forestry","An Act Regarding the Tax on Fuel Used for Commercial Agriculture, Fishing and Forestry",0,,2011-03-03,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD42/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=42&snum=125
224192,81,LD43,6,Failed,2011-05-25,"An Act To Repeal the Maine Uniform Building and Energy Code","An Act To Repeal the Maine Uniform Building and Energy Code",0,,2012-01-20,"(S) (Unfinished Business)",https://legiscan.com/ME/bill/LD43/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=43&snum=125
224193,81,LD44,6,Failed,2011-06-06,"An Act To Increase Potential Criminal Penalties for the Possession of Cocaine and Cocaine Base","An Act To Increase Potential Criminal Penalties for the Possession of Cocaine and Cocaine Base",0,,2011-06-06,"(S) Under suspension of the Rules On motion by Senator MASON of Androscoggin The Senate INSISTED To INDEFINITE POSTPONEMENT of Bill and accompanying papers Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD44/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=44&snum=125
224194,81,LD45,4,Passed,2011-03-29,"An Act To Allow Marriage and Family Therapists To Provide Related Services in Public Schools","An Act To Allow Marriage and Family Therapists To Provide Related Services in Public Schools",0,,2011-03-31,"(S) PASSED TO BE ENACTED",https://legiscan.com/ME/bill/LD45/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=45&snum=125
224195,81,LD46,4,Passed,2011-03-10,"An Act To Allow Marriage and Family Therapists To Serve as Mental Health Professionals in the Civil Service System","An Act To Allow Marriage and Family Therapists To Serve as Mental Health Professionals in the Civil Service System",0,,2011-03-15,"(S) PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD46/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=46&snum=125
224196,81,LD47,4,Passed,2011-03-31,"An Act Directing the Department of Transportation To Allow a Break in Control of Access on William L. Clarke Drive in the City of Westbrook","An Act Directing the Department of Transportation To Allow a Break in Control of Access on William L. Clarke Drive in the City of Westbrook",0,,2011-03-31,"(S) PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD47/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=47&snum=125
224197,81,LD48,6,Failed,2011-05-18,"An Act To Require Oral Disclosure of the Cost of Certain Public Telephone Calls","An Act To Require Oral Disclosure of the Cost of Certain Public Telephone Calls",0,,2011-05-18,"(S) Indefinitely Postponed in concurrence Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD48/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=48&snum=125
224198,81,LD49,4,Passed,2011-03-24,"An Act To Allow Storage of Lobster Traps on Docks","An Act To Allow Storage of Lobster Traps on Docks",0,,2011-03-29,"(S) PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD49/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=49&snum=125
224199,81,LD50,4,Passed,2011-03-24,"An Act To Allow Provisional Drivers To Transport Persons under Guardianship and Children of Active Military Personnel","An Act To Allow Provisional Drivers To Transport Persons under Guardianship and Children of Active Military Personnel",0,,2011-03-29,"(S) PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD50/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=50&snum=125
224200,81,LD51,4,Passed,2011-04-12,"An Act Regarding Access to Sexually Explicit Material","An Act Regarding Access to Sexually Explicit Material",0,,2011-04-13,"(S) PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD51/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=51&snum=125
224201,81,LD52,6,Failed,2012-05-31,"An Act To Dedicate a Percentage of the Sales and Use Tax on Automobiles and Motorcycles to the Highway Fund","An Act To Dedicate a Percentage of the Sales and Use Tax on Automobiles and Motorcycles to the Highway Fund",0,,2012-05-31,"(S) In possession of the Senate when the Senate ADJOURNED SINE DIE and PLACED IN THE LEGISLATIVE FILES (DEAD).",https://legiscan.com/ME/bill/LD52/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=52&snum=125
224202,81,LD53,6,Failed,2011-03-01,"An Act To Extend Fair Trade Practice to Automobile Rentals Provided When Insured Automobiles Are Damaged","An Act To Extend Fair Trade Practice to Automobile Rentals Provided When Insured Automobiles Are Damaged",0,,2011-03-01,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD53/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=53&snum=125
224203,81,LD54,6,Failed,2011-03-15,"An Act To Revise the Law Regarding Vehicle Turning and Signals","An Act To Revise the Law Regarding Vehicle Turning and Signals",0,,2011-03-15,"(S) Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD54/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=54&snum=125
224204,81,LD55,6,Failed,2011-02-10,"An Act To Restore Hunting Rights in the Katahdin Lake Region","An Act To Restore Hunting Rights in the Katahdin Lake Region",0,,2011-02-10,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD55/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=55&snum=125
224205,81,LD56,6,Failed,2011-05-11,"An Act To Allow the Owner of Waterfront Property To Fish That Body of Water without a Fishing License","An Act To Allow the Owner of Waterfront Property To Fish That Body of Water without a Fishing License",0,,2011-05-11,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD56/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=56&snum=125
224206,81,LD57,6,Failed,2011-05-19,"Resolve, To Update the Study Regarding the Feasibility of Establishing a Single-payor Health Care System","Resolve, To Update the Study Regarding the Feasibility of Establishing a Single-payor Health Care System",0,,2011-05-19,"(S) Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD57/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=57&snum=125
224207,81,LD58,6,Failed,2011-04-07,"An Act To Prohibit Enforcement of the Federal Patient Protection and Affordable Care Act","An Act To Prohibit Enforcement of the Federal Patient Protection and Affordable Care Act",0,,2011-04-07,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD58/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=58&snum=125
224208,81,LD59,4,Passed,2011-05-17,"An Act To Provide Sales Tax Exemption or Refund on Parts and Supplies Purchased To Operate Windjammers","An Act To Provide Sales Tax Exemption or Refund on Parts and Supplies Purchased To Operate Windjammers",0,,2011-06-29,"(S) PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD59/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=59&snum=125
224209,81,LD60,6,Failed,2011-04-14,"An Act To Extend Coverage under the State's Mini-COBRA Law","An Act To Extend Coverage under the State's Mini-COBRA Law",0,,2011-04-14,"(S) 21 Yeas - 14 Nays- 0 Excused - 0 Absent Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD60/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=60&snum=125
224215,81,LD66,4,Passed,2011-05-16,"An Act To Amend the Laws Governing the Capital Reserve Funds of the Maine Educational Loan Authority","An Act To Amend the Laws Governing the Capital Reserve Funds of the Maine Educational Loan Authority",0,,2011-06-16,"(S) On motion by Senator ROSEN of Hancock TAKEN FROM THE SPECIAL APPROPRIATIONS TABLE PASSED TO BE ENACTED - Emergency -2/3 Elected Required",https://legiscan.com/ME/bill/LD66/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=66&snum=125
224216,81,LD67,4,Passed,2011-03-24,"An Act Relating to Standardbred Horse Breeding","An Act Relating to Standardbred Horse Breeding",0,,2011-03-29,"(S) PASSED TO BE ENACTED - Emergency -2/3 Elected Required in concurrence",https://legiscan.com/ME/bill/LD67/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=67&snum=125
224217,81,LD68,6,Failed,2011-03-01,"Resolve, Directing the Public Utilities Commission To Examine the Purchase of Low-cost Electric Power from Quebec","Resolve, Directing the Public Utilities Commission To Examine the Purchase of Low-cost Electric Power from Quebec",0,,2011-03-01,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD68/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=68&snum=125
224218,81,LD69,6,Failed,2011-06-07,"An Act To Restore the Historical Town Boundary between Harpswell and Brunswick","An Act To Restore the Historical Town Boundary between Harpswell and Brunswick",0,,2011-06-07,"(S) Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD69/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=69&snum=125
224219,81,LD70,4,Passed,2011-04-06,"An Act To Include Independent Practice Dental Hygienists in MaineCare","An Act To Include Independent Practice Dental Hygienists in MaineCare",0,,2011-06-29,"(S) Under suspension of the Rules PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD70/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=70&snum=125
224220,81,LD71,4,Passed,2011-04-05,"An Act To Designate the Whoopie Pie as the State Treat","An Act To Designate the Whoopie Pie as the State Treat",0,,2011-04-06,"(S) PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD71/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=71&snum=125
224221,81,LD72,6,Failed,2011-04-07,"An Act To Require State Agencies To Give Priority to State Armories When Renting Space for Meetings","An Act To Require State Agencies To Give Priority to State Armories When Renting Space for Meetings",0,,2011-04-07,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD72/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=72&snum=125
224222,81,LD73,6,Failed,2011-03-08,"An Act To Establish a Uniform Deadline for Persons Qualifying as Candidates","An Act To Establish a Uniform Deadline for Persons Qualifying as Candidates",0,,2011-03-08,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD73/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=73&snum=125
224223,81,LD74,6,Failed,2011-04-07,"An Act To Impose Liability on a Landlord for Damages Caused by a Tenant's Pet","An Act To Impose Liability on a Landlord for Damages Caused by a Tenant's Pet",0,,2011-04-07,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD74/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=74&snum=125
224224,81,LD75,6,Failed,2011-03-15,"Resolve, Directing the Department of Health and Human Services To Amend Its Rules Governing Electronic Benefits Transfer Cards","Resolve, Directing the Department of Health and Human Services To Amend Its Rules Governing Electronic Benefits Transfer Cards",0,,2011-03-15,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD75/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=75&snum=125
224225,81,LD76,6,Failed,2011-04-14,"An Act To Reimburse Philip Wolley for Litigation Expenses Incurred in Connection with His Termination and Reinstatement as a State Employee","An Act To Reimburse Philip Wolley for Litigation Expenses Incurred in Connection with His Termination and Reinstatement as a State Employee",0,,2011-04-14,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD76/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=76&snum=125
224226,81,LD77,4,Passed,2011-03-31,"Resolve, Directing the Department of Education To Create a Resource Guide to Maine History Developed in Cooperation with Franco-American Specialists","Resolve, Directing the Department of Education To Create a Resource Guide to Maine History Developed in Cooperation with Franco-American Specialists",0,,2011-03-31,"(S) FINALLY PASSED in concurrence",https://legiscan.com/ME/bill/LD77/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=77&snum=125
224227,81,LD78,6,Failed,2011-03-21,"An Act To Allow Antlerless Deer Permits To Be Transferred to Family Members","An Act To Allow Antlerless Deer Permits To Be Transferred to Family Members",0,,2011-03-21,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD78/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=78&snum=125
224228,81,LD79,6,Failed,2011-05-19,"An Act To Base the Excise Tax on Vehicles on a Percentage of the Manufacturer's Suggested Retail Price","An Act To Base the Excise Tax on Vehicles on a Percentage of the Manufacturer's Suggested Retail Price",0,,2011-05-19,"(S) Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD79/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=79&snum=125
224229,81,LD80,6,Failed,2011-04-28,"An Act Regarding Maine Clean Election Act Funds for a Candidate without a Primary Opponent","An Act Regarding Maine Clean Election Act Funds for a Candidate without a Primary Opponent",0,,2011-04-28,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD80/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=80&snum=125
224230,81,LD81,4,Passed,2011-03-24,"An Act To Change the Name of Township 3, Range 9, NWP, to Cedar Lake Township","An Act To Change the Name of Township 3, Range 9, NWP, to Cedar Lake Township",0,,2011-03-29,"(S) PASSED TO BE ENACTED - Emergency 2/3 Elected Required in concurrence",https://legiscan.com/ME/bill/LD81/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=81&snum=125
224231,81,LD82,4,Passed,2011-05-26,"An Act To Amend the Laws Governing County Jail Budgeting for York County","An Act To Amend the Laws Governing County Jail Budgeting for York County",0,,2011-06-28,"(S) 26 Yeas - 8 Nays- 0 Excused - 1 Absent",https://legiscan.com/ME/bill/LD82/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=82&snum=125
224232,81,LD83,4,Passed,2011-06-28,"An Act To Legalize the Sale, Possession and Use of Fireworks","An Act To Legalize the Sale, Possession and Use of Fireworks",0,,2011-06-29,"(S) 20 Yeas - 12 Nays- 0 Excused - 3 Absent",https://legiscan.com/ME/bill/LD83/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=83&snum=125
224233,81,LD84,4,Passed,2011-03-31,"An Act To Improve the Sewer District Rate Collection Procedures","An Act To Improve the Sewer District Rate Collection Procedures",0,,2011-03-31,"(S) PASSED TO BE ENACTED - Emergency -2/3 Elected Required in concurrence",https://legiscan.com/ME/bill/LD84/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=84&snum=125
224236,81,LD87,6,Failed,2011-04-07,"An Act Regarding the Official State Seal","An Act Regarding the Official State Seal",0,,2011-04-07,"(S) Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD87/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=87&snum=125
224237,81,LD88,6,Failed,2011-03-01,"An Act To Streamline Purchasing by Entities Exempt from Sales Tax","An Act To Streamline Purchasing by Entities Exempt from Sales Tax",0,,2011-03-01,"(S) Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD88/2011,http://www.mainelegislature.org/legis/bills/display_ps.asp?LD=88&snum=125
