people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
18179,"Everett Carson",Everett,Brownie,Carson,,,1,D,2,Sen,SD-024,39714212,170057,,Everett_Brownie_Carson,573113,0
18180,"Owen Casas",Owen,David,Casas,,,3,I,1,Rep,HD-094,24799940,154745,,Owen_Casas,500721,0
18181,"Benjamin Collings",Benjamin,T.,Collings,,,1,D,1,Rep,HD-042,39714220,170115,,Benjamin_Collings,574572,0
18182,"Garrel Craig",Garrel,,Craig,,,2,R,1,Rep,HD-128,42544872,174874,,Garrel_Craig,592427,0
18183,"Dale Denno",Dale,,Denno,,,1,D,1,Rep,HD-045,15342859,151382,,Dale_Denno,491229,0
18184,"Jessica Fay",Jessica,L.,Fay,,,1,D,1,Rep,HD-066,24845212,170173,,Jessica_Fay,571976,0
18185,"Roger Fuller",Roger,Jason,Fuller,,,1,D,1,Rep,HD-059,39714247,170154,,Roger_Fuller,574585,0
18186,"Lois Galgay Reckitt",Lois,,"Galgay Reckitt",,,1,D,1,Rep,HD-031,9946495,170097,,Lois_Reckitt,569166,0
18187,"Chad Grignon",Chad,Wayne,Grignon,,,2,R,1,Rep,HD-118,39714261,170421,,Chad_Grignon,574698,0
18188,"David Haggan",David,G.,Haggan,,,2,R,1,Rep,HD-101,39714265,170353,,David_Haggan,573131,0
18189,"James Handy",James,R.,Handy,,,1,D,1,Rep,HD-058,39714268,170149,,James_Handy,574582,0
18190,"Chris Johansen",Chris,A.,Johansen,,,2,R,1,Rep,HD-145,39714277,170484,,Chris_Johansen,574776,0
18191,"Lisa Keim",Lisa,,Keim,,,2,R,2,Sen,SD-018,11023200,137323,,Lisa_Keim,396039,0
18192,"Mark Lawrence",Mark,W.,Lawrence,,,1,D,1,Rep,SD-035,13012296,1711,,Mark_Lawrence_(Maine),574512,0
18193,"Colleen Madigan",Colleen,M.,Madigan,,,1,D,1,Rep,HD-110,39714293,170387,,Colleen_Madigan,574686,0
18194,"John Madigan",John,E.,Madigan,Jr.,,1,D,1,Rep,HD-115,39714292,170402,,John_Madigan,574694,0
18195,"Gina Mason",Gina,M.,Mason,,,2,R,1,Rep,HD-056,39714299,170143,,Gina_Mason,574579,0
18196,"David McCrea",David,Harold,McCrea,,,1,D,1,Rep,HD-148,39714304,170492,,David_McCrea,574784,0
18197,"Margaret O'Neil",Margaret,M.,O'Neil,,,1,D,1,Rep,HD-015,39714319,170081,,Margaret_O%27Neil,574534,0
18198,"Jennifer Parker",Jennifer,Ellen,Parker,,,1,D,1,Rep,HD-006,39714323,170072,,Jennifer_Parker,574519,0
18199,"Michael Perkins",Michael,D.,Perkins,,,2,R,1,Rep,HD-077,39714326,170207,,Michael_Perkins_(Maine),569168,0
18200,"Christina Riley",Christina,,Riley,,,1,D,1,Rep,HD-074,39714336,170193,,Christina_Riley,573128,0
18201,"Heidi Sampson",Heidi,H.,Sampson,,,2,R,1,Rep,HD-021,39714345,169844,,Heidi_Sampson,574544,0
18202,"Heather Sanborn",Heather,B.,Sanborn,,,1,D,1,Rep,SD-028,9986490,170119,,Heather_Sanborn,574573,0
18203,"Bettyann Sheats",Bettyann,Watson,Sheats,,,1,D,1,Rep,HD-064,11022722,137291,,Bettyann_Sheats,392403,0
18204,"Abden Simmons",Abden,S.,Simmons,,,2,R,1,Rep,HD-091,39714350,170272,,Abden_Simmons,569172,0
18205,"John Spear",John,Alden,Spear,,,1,D,1,Rep,HD-092,39714354,170293,,John_Spear,567091,0
18206,"Harold Stewart",Harold,L.,Stewart,III,,2,R,1,Rep,HD-147,39714358,170489,,Harold_Stewart,569524,0
18207,"Scott Strom",Scott,Walter,Strom,,,2,R,1,Rep,HD-106,26357200,155033,,Scott_Strom,506262,0
18208,"Paula Sutton",Paula,G.,Sutton,,,2,R,1,Rep,HD-095,16283092,149282,,Paula_Sutton,488613,0
18209,"Michael Sylvester",Michael,A.,Sylvester,,,1,D,1,Rep,HD-039,39714360,170106,,Michael_Sylvester,574566,0
18210,"Rachel Talbot Ross",Rachel,,"Talbot Ross",,,1,D,1,Rep,HD-040,39714339,170111,,Rachel_Ross,574569,0
18211,"Maureen Terry",Maureen,Fitzgerald,Terry,,,1,D,1,Rep,HD-026,39714363,170091,,Maureen_Terry,574549,0
18212,"Stanley Zeigler",Stanley,Paige,Zeigler,Jr.,,1,D,1,Rep,HD-096,33192235,170329,,Stanley_Zeigler,574679,0
