bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1401483,1806,LD55,4,Passed,2021-03-11,"An Act To Protect Minority Religious Groups by Eliminating the Prior Approval Requirement for a School Absence for a Recognized Religious Holiday","An Act To Protect Minority Religious Groups by Eliminating the Prior Approval Requirement for a School Absence for a Recognized Religious Holiday",0,,2021-03-11,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD55/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=55&snum=130
1401122,1806,LD56,6,Failed,2021-05-19,"An Act To Prohibit Insurers and Third-party Payors from Adjusting Their Fee Schedules for In-network Providers Unless the Adjustments Apply to All Specialties","An Act To Prohibit Insurers and Third-party Payors from Adjusting Their Fee Schedules for In-network Providers Unless the Adjustments Apply to All Specialties",0,,2021-05-19,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD56/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=56&snum=130
1400695,1806,LD57,4,Passed,2021-06-10,"An Act To Reduce the Landfilling of Municipal Solid Waste","An Act To Reduce the Landfilling of Municipal Solid Waste",0,,2021-06-10,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD57/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=57&snum=130
1400991,1806,LD58,4,Passed,2021-06-15,"An Act To Improve Information Sharing by Criminal Justice Agencies with Government Agencies Responsible for Investigating Child or Adult Abuse","An Act To Improve Information Sharing by Criminal Justice Agencies with Government Agencies Responsible for Investigating Child or Adult Abuse",0,,2021-06-15,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD58/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=58&snum=130
1401155,1806,LD59,6,Failed,2021-06-03,"An Act To Define the Term ""Unenrolled Political Action Committee""","An Act To Define the Term ""Unenrolled Political Action Committee""",0,,2021-06-03,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD59/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=59&snum=130
1427316,1806,LD60,4,Passed,2021-03-11,"An Act To Clarify the Minimum Amount of Emergency Refills of Insulin","An Act To Clarify the Minimum Amount of Emergency Refills of Insulin",0,,2021-03-11,"PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",https://legiscan.com/ME/bill/LD60/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=60&snum=130
1427224,1806,LD61,4,Passed,2021-06-09,"An Act To Include Grandparents under Maine's Family Medical Leave Laws","An Act To Include Grandparents under Maine's Family Medical Leave Laws",0,,2021-06-09,"Roll Call Ordered Roll Call Number 270 Yeas 21 - Nays 12 - Excused 2 - Absent 0",https://legiscan.com/ME/bill/LD61/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=61&snum=130
1427213,1806,LD62,6,Failed,2021-05-19,"An Act To Promote Cost-effectiveness in the MaineCare Program and Improve the Oral Health of Maine Adults and Children","An Act To Promote Cost-effectiveness in the MaineCare Program and Improve the Oral Health of Maine Adults and Children",0,,2021-05-19,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD62/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=62&snum=130
1427255,1806,LD63,4,Passed,2021-06-08,"An Act Regarding the Northeastern Interstate Forest Fire Protection Compact","An Act Regarding the Northeastern Interstate Forest Fire Protection Compact",0,,2021-06-08,"PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",https://legiscan.com/ME/bill/LD63/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=63&snum=130
1427259,1806,LD64,6,Failed,2021-03-10,"RESOLUTION, Proposing an Amendment to the Constitution of Maine Regarding Environmental Rights","RESOLUTION, Proposing an Amendment to the Constitution of Maine Regarding Environmental Rights",0,,2021-03-10,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD64/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=64&snum=130
1427356,1806,LD65,4,Passed,2021-03-30,"An Act To Invest in the Stewardship and Management of Properties Acquired with the Proceeds from the Land for Maine's Future Fund or the Public Access to Maine Waters Fund","An Act To Invest in the Stewardship and Management of Properties Acquired with the Proceeds from the Land for Maine's Future Fund or the Public Access to Maine Waters Fund",0,,2021-03-30,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD65/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=65&snum=130
1427289,1806,LD66,4,Passed,2021-05-19,"An Act To Improve Livestock and Poultry Preparation","An Act To Improve Livestock and Poultry Preparation",0,,2021-05-19,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD66/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=66&snum=130
1427311,1806,LD67,4,Passed,2021-04-28,"An Act To Assist in the Restoration of Atlantic Salmon","An Act To Assist in the Restoration of Atlantic Salmon",0,,2021-04-28,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD67/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=67&snum=130
1427302,1806,LD68,4,Passed,2021-06-09,"An Act To Support Life and Career Readiness Education in Maine","An Act To Support Life and Career Readiness Education in Maine",0,,2021-06-09,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD68/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=68&snum=130
1427253,1806,LD69,4,Passed,2021-04-28,"An Act To Reduce Duplicative Permitting Review for Projects under the Site Location of Development Laws","An Act To Reduce Duplicative Permitting Review for Projects under the Site Location of Development Laws",0,,2021-04-28,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD69/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=69&snum=130
1427270,1806,LD70,6,Failed,2021-04-28,"An Act To Allow a Parent or Guardian of a Student Who Has Been Affected by COVID-19 To Keep the Student in the Student's Current Grade Level","An Act To Allow a Parent or Guardian of a Student Who Has Been Affected by COVID-19 To Keep the Student in the Student's Current Grade Level",0,,2021-04-28,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD70/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=70&snum=130
1427220,1806,LD71,6,Failed,2021-03-11,"An Act To Provide State Recognition for the Kineo Band of Maliseet Indians","An Act To Provide State Recognition for the Kineo Band of Maliseet Indians",0,,2021-03-11,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD71/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=71&snum=130
1427399,1806,LD72,6,Failed,2021-05-19,"An Act To Improve Dental Health for Maine Children and Adults with Low Incomes","An Act To Improve Dental Health for Maine Children and Adults with Low Incomes",0,,2021-05-19,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD72/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=72&snum=130
1427205,1806,LD73,4,Passed,2021-03-11,"An Act To Authorize Municipalities To Allow Harbor Masters and Deputy Harbor Masters To Use Red or Combination Red and White Auxiliary Lights When Responding to Watercraft Emergencies","An Act To Authorize Municipalities To Allow Harbor Masters and Deputy Harbor Masters To Use Red or Combination Red and White Auxiliary Lights When Responding to Watercraft Emergencies",0,,2021-03-11,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD73/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=73&snum=130
1427319,1806,LD74,6,Failed,2022-05-09,"Resolve, To Ensure Appropriate Personal Needs Allowances for Persons Residing in Long-term Care Facilities","Resolve, To Ensure Appropriate Personal Needs Allowances for Persons Residing in Long-term Care Facilities",0,,2022-05-09,"In possession of the Senate when the Legislature adjourned Sine Die and was placed in the Legislative Files. (DEAD)",https://legiscan.com/ME/bill/LD74/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=74&snum=130
1427239,1806,LD75,6,Failed,2022-03-22,"An Act To Authorize a General Fund Bond Issue To Replace and Repair Bureau of Forestry Aircraft","An Act To Authorize a General Fund Bond Issue To Replace and Repair Bureau of Forestry Aircraft",0,,2022-03-22,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD75/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=75&snum=130
1427257,1806,LD76,4,Passed,2021-06-10,"An Act To Amend the Dental Practice Act To Define ""Supervision"" and Authorize Teledentistry","An Act To Amend the Dental Practice Act To Define ""Supervision"" and Authorize Teledentistry",0,,2021-06-10,"PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",https://legiscan.com/ME/bill/LD76/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=76&snum=130
1427388,1806,LD77,4,Passed,2021-03-11,"An Act To Authorize the Department of Marine Resources To Charge an Application Fee for Entering a Lottery for a Scallop License","An Act To Authorize the Department of Marine Resources To Charge an Application Fee for Entering a Lottery for a Scallop License",0,,2021-03-11,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD77/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=77&snum=130
1427284,1806,LD78,4,Passed,2021-06-03,"An Act To Protect Children from Extreme Poverty by Preserving Children's Access to Temporary Assistance for Needy Families Benefits","An Act To Protect Children from Extreme Poverty by Preserving Children's Access to Temporary Assistance for Needy Families Benefits",0,,2021-06-03,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD78/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=78&snum=130
1427209,1806,LD79,6,Failed,2021-03-10,"An Act To Establish a Honeybee Special Registration Plate","An Act To Establish a Honeybee Special Registration Plate",0,,2021-03-10,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD79/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=79&snum=130
1427320,1806,LD80,6,Failed,2022-03-22,"An Act To Provide Critical Communications for Family Farms, Businesses and Residences by Strategic Public Investment in High-speed Internet and Broadband Infrastructure","An Act To Provide Critical Communications for Family Farms, Businesses and Residences by Strategic Public Investment in High-speed Internet and Broadband Infrastructure",0,,2022-03-22,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD80/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=80&snum=130
1427216,1806,LD81,4,Passed,2021-06-03,"An Act To Ensure the Safety of Children Experiencing Homelessness by Extending Shelter Placement Periods and Amending Licensing Requirements for Emergency Shelters","An Act To Ensure the Safety of Children Experiencing Homelessness by Extending Shelter Placement Periods and Amending Licensing Requirements for Emergency Shelters",0,,2021-06-03,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD81/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=81&snum=130
1427290,1806,LD82,6,Failed,2022-01-05,"Resolve, To Provide for Participation of the State in the Planning and Negotiations for the Atlantic Loop Energy Project","Resolve, To Provide for Participation of the State in the Planning and Negotiations for the Atlantic Loop Energy Project",0,,2022-01-05,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD82/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=82&snum=130
1427343,1806,LD83,6,Failed,2021-06-03,"An Act To Clarify the Meaning of ""Unserved Area"" within the State's Broadband Service Laws","An Act To Clarify the Meaning of ""Unserved Area"" within the State's Broadband Service Laws",0,,2021-06-03,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD83/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=83&snum=130
1427336,1806,LD84,6,Failed,2021-06-02,"An Act To Increase the State Share of the Cost of Health Insurance for Retired Teachers","An Act To Increase the State Share of the Cost of Health Insurance for Retired Teachers",0,,2021-06-02,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD84/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=84&snum=130
1427199,1806,LD85,4,Passed,2022-04-25,"An Act Concerning MaineCare Coverage for Donor Breast Milk","An Act Concerning MaineCare Coverage for Donor Breast Milk",0,,2022-04-25,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD85/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=85&snum=130
1427268,1806,LD86,4,Passed,2021-07-02,"An Act To Make Sales to Area Agencies on Aging Tax-exempt","An Act To Make Sales to Area Agencies on Aging Tax-exempt",0,,2021-07-02,"PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD86/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=86&snum=130
1427207,1806,LD87,6,Failed,2021-04-28,"An Act To Implement the State Climate Action Plan, Reduce Greenhouse Gas Emissions and Enhance Maine's Economy","An Act To Implement the State Climate Action Plan, Reduce Greenhouse Gas Emissions and Enhance Maine's Economy",0,,2021-04-28,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD87/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=87&snum=130
1427381,1806,LD88,4,Passed,2021-05-19,"An Act To Amend Maine's Wildlife Laws Regarding Species of Special Concern","An Act To Amend Maine's Wildlife Laws Regarding Species of Special Concern",0,,2021-05-19,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD88/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=88&snum=130
1427358,1806,LD89,6,Failed,2021-05-19,"An Act To Regulate Airboats","An Act To Regulate Airboats",0,,2021-05-19,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD89/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=89&snum=130
1427309,1806,LD90,4,Passed,2021-03-30,"An Act To Amend the Removal Process Applicable to the Position of State Supervisor of the Forest Protection Unit of the Bureau of Forestry","An Act To Amend the Removal Process Applicable to the Position of State Supervisor of the Forest Protection Unit of the Bureau of Forestry",0,,2021-03-30,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD90/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=90&snum=130
1427276,1806,LD91,4,Passed,2021-03-11,"An Act To Update the Maine Uniform Accounting and Auditing Practices Act for Community Agencies","An Act To Update the Maine Uniform Accounting and Auditing Practices Act for Community Agencies",0,,2021-03-11,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD91/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=91&snum=130
1427266,1806,LD92,6,Failed,2021-03-30,"An Act To Amend the Waste Motor Oil Disposal Site Remediation Program","An Act To Amend the Waste Motor Oil Disposal Site Remediation Program",0,,2021-03-30,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD92/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=92&snum=130
1427390,1806,LD93,4,Passed,2021-06-07,"An Act To Improve Maine's Quality Rating System for Child Care Services","An Act To Improve Maine's Quality Rating System for Child Care Services",0,,2021-06-07,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD93/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=93&snum=130
1427304,1806,LD94,6,Failed,2021-05-19,"An Act To Allow Municipalities To Exempt Volunteer Firefighters from Paying Excise Tax on Their Vehicles Used To Respond to Fire Calls","An Act To Allow Municipalities To Exempt Volunteer Firefighters from Paying Excise Tax on Their Vehicles Used To Respond to Fire Calls",0,,2021-05-19,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD94/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=94&snum=130
1427269,1806,LD95,4,Passed,2021-07-02,"RESOLUTION, Proposing an Amendment to the Constitution of Maine To Establish a Right to Food","RESOLUTION, Proposing an Amendment to the Constitution of Maine To Establish a Right to Food",0,,2021-07-02,"FINALLY PASSED - Emergency 2/3 Present Required in concurrence",https://legiscan.com/ME/bill/LD95/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=95&snum=130
1427212,1806,LD96,6,Failed,2021-06-07,"An Act To Create Fairness in the Treatment of Students by Retaining Students with Certain Vaccine Exemptions","An Act To Create Fairness in the Treatment of Students by Retaining Students with Certain Vaccine Exemptions",0,,2021-06-07,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD96/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=96&snum=130
1427261,1806,LD97,6,Failed,2021-04-28,"An Act To Ensure the Right To Work without Payment of Dues or Fees to a Labor Union","An Act To Ensure the Right To Work without Payment of Dues or Fees to a Labor Union",0,,2021-04-28,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD97/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=97&snum=130
1427315,1806,LD98,4,Passed,2021-03-30,"An Act To Clarify Maine's Statutes Related to the Licensing of Child Care Providers","An Act To Clarify Maine's Statutes Related to the Licensing of Child Care Providers",0,,2021-03-30,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD98/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=98&snum=130
1427360,1806,LD99,4,Passed,2021-06-10,"An Act To Require the State To Divest Itself of Assets Invested in the Fossil Fuel Industry","An Act To Require the State To Divest Itself of Assets Invested in the Fossil Fuel Industry",0,,2021-06-10,"Roll Call Ordered Roll Call Number 313 Yeas 18 - Nays 15 - Excused 2 - Absent 0",https://legiscan.com/ME/bill/LD99/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=99&snum=130
1427314,1806,LD100,6,Failed,2021-03-11,"An Act To Establish the General Election Date in United States Presidential Election Years as a State Holiday","An Act To Establish the General Election Date in United States Presidential Election Years as a State Holiday",0,,2021-03-11,"Sent for concurrence. ORDERED SENT FORTHWITH.",https://legiscan.com/ME/bill/LD100/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=100&snum=130
1427243,1806,LD101,6,Failed,2021-06-10,"An Act To Prohibit Offshore Wind Energy Development","An Act To Prohibit Offshore Wind Energy Development",0,,2021-06-10,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD101/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=101&snum=130
1427249,1806,LD102,4,Passed,2021-03-11,"An Act To Extend the Time Frame for Processing Absentee Ballots","An Act To Extend the Time Frame for Processing Absentee Ballots",0,,2021-03-11,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD102/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=102&snum=130
1427323,1806,LD103,4,Passed,2021-06-02,"An Act To Improve the Animal Welfare Laws","An Act To Improve the Animal Welfare Laws",0,,2021-06-02,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD103/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=103&snum=130
1427190,1806,LD104,4,Passed,2021-03-12,"An Act To Protect the Health of Student Athletes by Requiring the Department of Education To Report on the Incidence of Concussions","An Act To Protect the Health of Student Athletes by Requiring the Department of Education To Report on the Incidence of Concussions",0,,2021-03-12,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD104/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=104&snum=130
1427378,1806,LD105,6,Failed,2021-05-19,"An Act To Adopt the Department of Economic and Community Development's 10-year Economic Development Strategy for Maine","An Act To Adopt the Department of Economic and Community Development's 10-year Economic Development Strategy for Maine",0,,2021-05-19,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD105/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=105&snum=130
1427382,1806,LD106,4,Passed,2021-04-28,"An Act To Amend Maine's Aquaculture Leasing and Licensing Statutes","An Act To Amend Maine's Aquaculture Leasing and Licensing Statutes",0,,2021-04-28,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD106/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=106&snum=130
1427308,1806,LD107,6,Failed,2021-03-11,"RESOLUTION, Proposing an Amendment to the Constitution of Maine To Specify the Qualifications of Electors","RESOLUTION, Proposing an Amendment to the Constitution of Maine To Specify the Qualifications of Electors",0,,2021-03-11,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD107/2021,https://legislature.maine.gov/legis/bills/display_ps.asp?LD=107&snum=130
