bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
671704,1132,LD16,6,Failed,2015-06-22,"An Act To Eliminate Retirement Benefits and Paid Health Insurance for Legislators Elected after 2016","An Act To Eliminate Retirement Benefits and Paid Health Insurance for Legislators Elected after 2016",0,,2015-06-22,"Placed in the Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD16/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=16&snum=127
671556,1132,LD17,6,Failed,2015-04-14,"An Act To Restore Programs and Faculty to the University of Maine System","An Act To Restore Programs and Faculty to the University of Maine System",0,,2015-04-14,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD17/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=17&snum=127
671516,1132,LD18,6,Failed,2015-04-14,"Resolve, To Review and Audit the University of Maine System's Finances and Governance Practices","Resolve, To Review and Audit the University of Maine System's Finances and Governance Practices",0,,2015-04-14,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD18/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=18&snum=127
671427,1132,LD19,6,Failed,2015-02-10,"An Act Regarding Special Education for Students Enrolled in a Home Instruction Program","An Act Regarding Special Education for Students Enrolled in a Home Instruction Program",0,,2015-02-10,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD19/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=19&snum=127
671478,1132,LD20,6,Failed,2015-05-14,"An Act To Improve Substance Abuse Treatment","An Act To Improve Substance Abuse Treatment",0,,2015-05-14,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD20/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=20&snum=127
671500,1132,LD21,6,Failed,2015-05-05,"An Act To Amend the Medical Marijuana Laws","An Act To Amend the Medical Marijuana Laws",0,,2015-05-05,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD21/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=21&snum=127
671576,1132,LD22,4,Passed,2015-04-23,"An Act Regarding the Removal of Moorings and Floating Docks in Great Ponds During Ice-in Conditions","An Act Regarding the Removal of Moorings and Floating Docks in Great Ponds During Ice-in Conditions",0,,2015-05-21,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD22/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=22&snum=127
671782,1132,LD23,6,Failed,2015-06-22,"An Act To Remove from the Maine Medical Use of Marijuana Act the Requirement That a Patient's Medical Condition Be Debilitating","An Act To Remove from the Maine Medical Use of Marijuana Act the Requirement That a Patient's Medical Condition Be Debilitating",0,,2015-06-22,"Placed in the Legislative Files. (DEAD)",https://legiscan.com/ME/bill/LD23/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=23&snum=127
671634,1132,LD24,6,Failed,2015-04-09,"An Act To Create a Public State Bank","An Act To Create a Public State Bank",0,,2015-04-09,"Placed in the Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD24/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=24&snum=127
671854,1132,LD25,4,Passed,2015-06-19,"An Act To Regulate Domestic Unmanned Aerial Vehicle Use","An Act To Regulate Domestic Unmanned Aerial Vehicle Use",0,,2015-06-19,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD25/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=25&snum=127
671890,1132,LD26,6,Failed,2015-03-12,"An Act To Simplify the Process for Fuel Tax Rebates","An Act To Simplify the Process for Fuel Tax Rebates",0,,2015-03-12,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD26/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=26&snum=127
671742,1132,LD27,6,Failed,2015-05-05,"An Act To Exempt Persons 67 Years of Age and Older from the State Income Tax","An Act To Exempt Persons 67 Years of Age and Older from the State Income Tax",0,,2015-05-05,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD27/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=27&snum=127
671815,1132,LD28,6,Failed,2015-03-05,"An Act To Return Fifty Percent of the Fine for a Violation of the Motor Vehicle Laws to the Municipality in Which the Violation Occurred","An Act To Return Fifty Percent of the Fine for a Violation of the Motor Vehicle Laws to the Municipality in Which the Violation Occurred",0,,2015-03-05,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD28/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=28&snum=127
671604,1132,LD29,6,Failed,2015-02-24,"An Act To Establish a Local Option Real Estate Transfer Tax","An Act To Establish a Local Option Real Estate Transfer Tax",0,,2015-02-24,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD29/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=29&snum=127
671669,1132,LD30,6,Failed,2015-04-29,"An Act To Exempt Fuel Used by Commercial Farmers from Sales Tax","An Act To Exempt Fuel Used by Commercial Farmers from Sales Tax",0,,2015-04-29,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD30/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=30&snum=127
671536,1132,LD31,6,Failed,2015-03-05,"An Act To Require Horse-drawn Carriages and Wagons To Be Equipped with Reflectors","An Act To Require Horse-drawn Carriages and Wagons To Be Equipped with Reflectors",0,,2015-03-05,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD31/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=31&snum=127
671441,1132,LD32,6,Failed,2015-04-23,"An Act To Amend the Laws Regarding Signs on Interstate Highways in Maine","An Act To Amend the Laws Regarding Signs on Interstate Highways in Maine",0,,2015-04-23,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD32/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=32&snum=127
671461,1132,LD33,6,Failed,2015-01-14,"An Act To Strengthen the Maine Clean Election Act, Improve Disclosure and Make Other Changes to the Campaign Finance Laws","An Act To Strengthen the Maine Clean Election Act, Improve Disclosure and Make Other Changes to the Campaign Finance Laws",0,,2015-01-14,"Placed in Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD33/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=33&snum=127
674434,1132,LD34,6,Failed,2015-03-24,"An Act To Address Suspension of an Operator's License for Negligent Operation Causing the Death of Another Person","An Act To Address Suspension of an Operator's License for Negligent Operation Causing the Death of Another Person",0,,2015-03-24,"Placed in the Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD34/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=34&snum=127
673375,1132,LD36,6,Failed,2015-05-12,"An Act To Increase the Minimum Wage","An Act To Increase the Minimum Wage",0,,2015-05-12,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD36/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=36&snum=127
673805,1132,LD37,4,Passed,2015-04-16,"An Act Regarding Emergency Lights on a Vehicle Used by a Member of a Municipal or Volunteer Fire or Emergency Medical Services Department","An Act Regarding Emergency Lights on a Vehicle Used by a Member of a Municipal or Volunteer Fire or Emergency Medical Services Department",0,,2015-04-21,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD37/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=37&snum=127
675025,1132,LD38,4,Passed,2015-03-26,"An Act To Allow Sufficient Time for Implementation of the Performance Evaluation and Professional Growth System for Educators","An Act To Allow Sufficient Time for Implementation of the Performance Evaluation and Professional Growth System for Educators",0,,2015-03-31,"PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",https://legiscan.com/ME/bill/LD38/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=38&snum=127
676152,1132,LD43,4,Passed,2015-04-02,"An Act To Specify That Theft by Deception Includes False Claims Regarding Military Service","An Act To Specify That Theft by Deception Includes False Claims Regarding Military Service",0,,2015-04-07,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD43/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=43&snum=127
676093,1132,LD44,6,Failed,2015-03-25,"Resolve, To Direct the Department of Education To Train School Personnel To Implement Dyslexia Awareness and Student Accommodation Policies","Resolve, To Direct the Department of Education To Train School Personnel To Implement Dyslexia Awareness and Student Accommodation Policies",0,,2015-03-25,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD44/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=44&snum=127
676308,1132,LD45,6,Failed,2015-04-30,"An Act To Exempt Certain Capital Expenditures from the Maine Certificate of Need Act of 2002","An Act To Exempt Certain Capital Expenditures from the Maine Certificate of Need Act of 2002",0,,2015-04-30,"Placed in Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD45/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=45&snum=127
676400,1132,LD46,6,Failed,2015-03-03,"An Act To Allow Municipal Boards of Appeal To Grant Setback Variances for Certain Hardships Caused by Prior Owners of the Property","An Act To Allow Municipal Boards of Appeal To Grant Setback Variances for Certain Hardships Caused by Prior Owners of the Property",0,,2015-03-03,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD46/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=46&snum=127
676432,1132,LD47,6,Failed,2015-03-10,"Resolve, Directing the Department of Transportation To Remove One of the Proposed Routes from Consideration for the Interstate 395 and Route 9 Connector","Resolve, Directing the Department of Transportation To Remove One of the Proposed Routes from Consideration for the Interstate 395 and Route 9 Connector",0,,2015-03-10,"Placed in the Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD47/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=47&snum=127
676031,1132,LD48,5,Vetoed,2015-05-13,"An Act To Reduce Registration Fees and Excise Taxes for For-hire Vehicles with Adaptive Equipment Enabling Access by Persons with Disabilities","An Act To Reduce Registration Fees and Excise Taxes for For-hire Vehicles with Adaptive Equipment Enabling Access by Persons with Disabilities",0,,2015-05-13,"Subsequently, LD 48 In Senate, May 13, 2015, this Bill, having been returned by the Governor, together with objections to the same pursuant to the provisions of the Constitution of the State of Maine, after reconsideration, the Senate proceeded to vote on the question: ""Shall this Bill become a law notwithstanding the objections of the Governor?"" 15 In the Affirmative and 20 in the Negative , accordingly it was the vote of the Senate that the Bill not become law and the VETO was SUSTAINED.",https://legiscan.com/ME/bill/LD48/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=48&snum=127
676334,1132,LD49,6,Failed,2016-01-28,"An Act To Exempt from Excise Tax Certain Vehicles Used by Persons with a Disability","An Act To Exempt from Excise Tax Certain Vehicles Used by Persons with a Disability",0,,2016-01-28,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD49/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=49&snum=127
676058,1132,LD50,6,Failed,2015-07-16,"An Act To Authorize up to 2 Free Sets of License Plates for 100 Percent Disabled Veterans","An Act To Authorize up to 2 Free Sets of License Plates for 100 Percent Disabled Veterans",0,,2015-07-16,"The Bill was in the possession of the Senate when the Legislature adjourned Sine Die and was placed in the Legislative Files. (DEAD)",https://legiscan.com/ME/bill/LD50/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=50&snum=127
676175,1132,LD51,6,Failed,2015-06-22,"An Act To Eliminate the Bonding Authority of the Maine Governmental Facilities Authority","An Act To Eliminate the Bonding Authority of the Maine Governmental Facilities Authority",0,,2015-06-22,"Placed in the Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD51/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=51&snum=127
675884,1132,LD52,6,Failed,2015-05-12,"An Act To Adjust Maine's Minimum Wage","An Act To Adjust Maine's Minimum Wage",0,,2015-05-12,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD52/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=52&snum=127
676273,1132,LD53,6,Failed,2015-03-18,"An Act To Require Shareholder Consent for Corporate Political Contributions","An Act To Require Shareholder Consent for Corporate Political Contributions",0,,2015-03-18,"Placed in the Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD53/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=53&snum=127
675932,1132,LD54,6,Failed,2015-04-09,"Resolve, To Ensure Notification to the Public of the Location in Maine of Persons Convicted in Foreign Countries of Crimes Relating to the Sexual Abuse of a Child","Resolve, To Ensure Notification to the Public of the Location in Maine of Persons Convicted in Foreign Countries of Crimes Relating to the Sexual Abuse of a Child",0,,2015-04-09,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD54/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=54&snum=127
676243,1132,LD55,4,Passed,2015-03-12,"Resolve, To Direct the Department of Transportation To Name the Interstate 95 Rest Area in Hampden the Joshua Lawrence Chamberlain Rest Area","Resolve, To Direct the Department of Transportation To Name the Interstate 95 Rest Area in Hampden the Joshua Lawrence Chamberlain Rest Area",0,,2015-03-17,"FINALLY PASSED, in concurrence.",https://legiscan.com/ME/bill/LD55/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=55&snum=127
676458,1132,LD56,6,Failed,2015-03-03,"An Act To Limit Increases in the State's Share of Funding for Kindergarten to Grade 12 Public Education","An Act To Limit Increases in the State's Share of Funding for Kindergarten to Grade 12 Public Education",0,,2015-03-03,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD56/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=56&snum=127
675965,1132,LD57,6,Failed,2015-07-16,"An Act To Increase Mileage Reimbursement and Compensation for Jurors","An Act To Increase Mileage Reimbursement and Compensation for Jurors",0,,2015-07-16,"The Bill was in the possession of the Senate when the Legislature adjourned Sine Die and was placed in the Legislative Files. (DEAD)",https://legiscan.com/ME/bill/LD57/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=57&snum=127
676366,1132,LD58,6,Failed,2015-03-24,"An Act To Require Transparency of the Ownership of All Companies Providing Funds To Build Infrastructure for Development Purposes","An Act To Require Transparency of the Ownership of All Companies Providing Funds To Build Infrastructure for Development Purposes",0,,2015-03-24,"Placed in the Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD58/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=58&snum=127
676212,1132,LD59,4,Passed,2015-04-23,"An Act To Protect Students' Rights and Privacy Regarding Their School Records","An Act To Protect Students' Rights and Privacy Regarding Their School Records",0,,2015-05-21,"LD 59 In Senate, May 21, 2015, this Bill, having been returned by the Governor, together with objections to the same pursuant to the provisions of the Constitution of the State of Maine, after reconsideration, the Senate proceeded to vote on the question: ""Shall this Bill become a law notwithstanding the objections of the Governor?"" 34 in Favor and 1 Against , accordingly it was the vote of the Senate that the Bill become law and the VETO was OVERRIDDEN.",https://legiscan.com/ME/bill/LD59/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=59&snum=127
675908,1132,LD60,6,Failed,2015-07-16,"An Act To Ensure Proper Funding for Teacher Retirement","An Act To Ensure Proper Funding for Teacher Retirement",0,,2015-07-16,"The Bill was in the possession of the Senate when the Legislature adjourned Sine Die and was placed in the Legislative Files. (DEAD)",https://legiscan.com/ME/bill/LD60/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=60&snum=127
676122,1132,LD61,6,Failed,2015-03-12,"An Act To Require Tattoo Practitioners To Be at Least 18 Years of Age","An Act To Require Tattoo Practitioners To Be at Least 18 Years of Age",0,,2015-03-12,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD61/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=61&snum=127
675999,1132,LD62,4,Passed,2015-03-25,"An Act To Require Notice to Municipalities of Certain Licensing and Registration Actions Taken by the Emergency Medical Services' Board","An Act To Require Notice to Municipalities of Certain Licensing and Registration Actions Taken by the Emergency Medical Services' Board",0,,2015-03-26,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD62/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=62&snum=127
678359,1132,LD63,4,Passed,2015-04-28,"Resolve, To Require the Department of Health and Human Services To Provide Supplemental Reimbursement to Adult Family Care Homes and Residential Care Facilities in Remote Island Locations","Resolve, To Require the Department of Health and Human Services To Provide Supplemental Reimbursement to Adult Family Care Homes and Residential Care Facilities in Remote Island Locations",0,,2015-06-30,"On Motion by Senator  HAMPER of Oxford taken from the SPECIAL APPROPRIATIONS TABLE. FINALLY PASSED - Emergency 2/3 Elected Required , in concurrence.",https://legiscan.com/ME/bill/LD63/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=63&snum=127
678609,1132,LD64,6,Failed,2015-04-02,"An Act To Reduce the Time within Which a Challenge to a Tax Lien Foreclosure May Be Filed","An Act To Reduce the Time within Which a Challenge to a Tax Lien Foreclosure May Be Filed",0,,2015-04-02,"Placed in the Legislative Files. (DEAD)",https://legiscan.com/ME/bill/LD64/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=64&snum=127
678931,1132,LD65,6,Failed,2015-02-24,"An Act To Apply Equally a Curtailment or Other Loss in General Purpose Aid to Education","An Act To Apply Equally a Curtailment or Other Loss in General Purpose Aid to Education",0,,2015-02-24,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD65/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=65&snum=127
678853,1132,LD66,4,Passed,2015-03-12,"Resolve, Naming the Bridges That Span the Machias River in Machias the Jeremiah O'Brien Memorial Bridges","Resolve, Naming the Bridges That Span the Machias River in Machias the Jeremiah O'Brien Memorial Bridges",0,,2015-03-17,"FINALLY PASSED, in concurrence.",https://legiscan.com/ME/bill/LD66/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=66&snum=127
678776,1132,LD67,6,Failed,2015-03-03,"An Act To Amend the Law Regarding the Annual Municipal Report Requirement","An Act To Amend the Law Regarding the Annual Municipal Report Requirement",0,,2015-03-03,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD67/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=67&snum=127
679374,1132,LD68,6,Failed,2016-04-14,"An Act To Authorize a General Fund Bond Issue To Attract Business by Investing in High-speed Broadband Infrastructure","An Act To Authorize a General Fund Bond Issue To Attract Business by Investing in High-speed Broadband Infrastructure",0,,2016-04-14,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD68/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=68&snum=127
679315,1132,LD69,6,Failed,2015-07-16,"An Act To Require Drug Testing of the Driver of a Motor Vehicle Involved in a Fatal Accident","An Act To Require Drug Testing of the Driver of a Motor Vehicle Involved in a Fatal Accident",0,,2015-07-16,"The Bill was in the possession of the Senate when the Legislature adjourned Sine Die and was placed in the Legislative Files. (DEAD)",https://legiscan.com/ME/bill/LD69/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=69&snum=127
679533,1132,LD70,6,Failed,2015-04-09,"An Act To Assist Towns in Eradicating Milfoil and Other Invasive Aquatic Plants and Nuisance Species","An Act To Assist Towns in Eradicating Milfoil and Other Invasive Aquatic Plants and Nuisance Species",0,,2015-04-09,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD70/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=70&snum=127
679089,1132,LD71,4,Passed,2015-04-02,"An Act To Amend the Laws Governing Service of Process in Eviction Actions","An Act To Amend the Laws Governing Service of Process in Eviction Actions",0,,2015-04-07,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD71/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=71&snum=127
680237,1132,LD72,6,Failed,2015-05-12,"An Act To Increase the Minimum Wage","An Act To Increase the Minimum Wage",0,,2015-05-12,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD72/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=72&snum=127
679145,1132,LD73,6,Failed,2015-04-23,"An Act To Increase Weight Allowances for Farm Trucks","An Act To Increase Weight Allowances for Farm Trucks",0,,2015-04-23,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD73/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=73&snum=127
679203,1132,LD74,4,Passed,2015-05-26,"Resolve, To Require the Director of the Bureau of Maine Veterans' Services To Make Recommendations To Ensure Equity in the Benefits Provided to Military Service Members","Resolve, To Require the Director of the Bureau of Maine Veterans' Services To Make Recommendations To Ensure Equity in the Benefits Provided to Military Service Members",0,,2015-05-27,"FINALLY PASSED, in concurrence.",https://legiscan.com/ME/bill/LD74/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=74&snum=127
680492,1132,LD86,4,Passed,2015-06-30,"An Act To Improve Retirement Security for Retired Public Employees","An Act To Improve Retirement Security for Retired Public Employees",0,,2015-06-30,"Sent for concurrence. ORDERED SENT FORTHWITH.",https://legiscan.com/ME/bill/LD86/2015,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=86&snum=127
